name,pop,region,income,education_score,out_of_work
Shipley BUASD,28694,Yorkshire and The Humber,Higher deprivation towns,0.25079604,8.904109589041095
Droylsden BUASD,24134,North West,Higher deprivation towns,-1.049645206,10.289389067524116
Thorne BUASD,11840,Yorkshire and The Humber,Higher deprivation towns,-3.310271828,10.687022900763358
Banbury BUASD,46525,South East,Mid deprivation towns,-3.291930369,7.393715341959335
Sevenoaks BUASD,29506,South East,Lower deprivation towns,7.195924607,NA
Bollington BUASD,7373,North West,Lower deprivation towns,4.420683682,NA
Shevington BUASD,5114,North West,Lower deprivation towns,6.109889871,NA
Blackburn BUASD,117963,North West,Higher deprivation towns,0.334593472,9.64332892998679
Kempston BUASD,19350,East of England,Higher deprivation towns,-3.697009155,10.4
Cirencester BUASD,16325,South West,Lower deprivation towns,0.653551126,6.043956043956044
Whetstone BUASD,12760,East Midlands,Lower deprivation towns,0.643969199,6.289308176100629
Brighouse BUASD,33286,Yorkshire and The Humber,Mid deprivation towns,2.574817445,7.837837837837839
Nelson (Pendle) BUASD,29463,North West,Higher deprivation towns,-4.902350613,11.182108626198085
Whitefield BUASD,20975,North West,Higher deprivation towns,0.313167691,11.926605504587156
Truro BUASD,20332,South West,Higher deprivation towns,-0.471521633,9.004739336492891
Arnold BUASD,37768,East Midlands,Mid deprivation towns,1.489914038,9.66183574879227
Stamford BUASD,19701,East Midlands,Lower deprivation towns,0.885540404,6.748466257668712
Broseley BUASD,5257,West Midlands,Mid deprivation towns,-1.876031408,NA
Taunton BUASD,60479,South West,Mid deprivation towns,-1.388698309,7.30050933786078
Ashton-under-Lyne BUASD,45198,North West,Higher deprivation towns,-1.529208741,12.567324955116696
Eckington BUASD,7386,East Midlands,Higher deprivation towns,-2.716984223,NA
New Mills BUASD,12291,East Midlands,Lower deprivation towns,0.891824158,NA
Oaklands BUASD,7711,East of England,Lower deprivation towns,7.634311709,NA
Poole BUASD,154718,South West,Mid deprivation towns,-0.604691758,7.557436517533253
Windermere BUASD,5243,North West,Lower deprivation towns,0.877554795,NA
Ackworth Moor Top BUASD,5281,Yorkshire and The Humber,Lower deprivation towns,0.26763157,NA
Rushden BUASD,29501,East Midlands,Mid deprivation towns,-3.408960683,6.515580736543909
Alsager BUASD,13347,North West,Lower deprivation towns,5.501626941,7.638888888888889
Oswaldtwistle BUASD,11803,North West,Higher deprivation towns,0.669429645,7.38255033557047
Horndean BUASD,46924,South East,Lower deprivation towns,-1.195164287,4.6040515653775325
Southwick BUASD,11551,South East,Higher deprivation towns,-4.380328788,9.6
Dartmouth BUASD,5064,South West,Mid deprivation towns,-4.782945513,NA
Coseley BUASD,23104,West Midlands,Higher deprivation towns,-3.41080653,12.341772151898734
Christchurch BUASD,54210,South West,Lower deprivation towns,0.498256597,4.665314401622718
Birkenhead BUASD,142968,North West,Higher deprivation towns,-1.237611184,14.149821640903689
Fulwood BUASD,35830,North West,Mid deprivation towns,4.850637616,6.982543640897755
Great Yarmouth BUASD,38693,East of England,Higher deprivation towns,-7.571466876,13.195876288659797
Ingleby Barwick BUASD,20378,North East,Lower deprivation towns,5.682268239,5.980066445182724
Breaston BUASD,7545,East Midlands,Lower deprivation towns,1.928356753,NA
North Hykeham BUASD,14719,East Midlands,Lower deprivation towns,0.608627229,5.288461538461538
Wivenhoe BUASD,7637,East of England,Lower deprivation towns,5.469808967,NA
Didcot BUASD,26920,South East,Lower deprivation towns,-0.644104316,3.3639143730886847
Chadwell St Mary BUASD,9864,East of England,Higher deprivation towns,-4.96851575,10.655737704918032
Waltham Cross BUASD,10069,East of England,Higher deprivation towns,-2.476689795,8.928571428571429
Eastwood BUASD,18422,East Midlands,Higher deprivation towns,-3.599286966,8.98876404494382
Bordon BUASD,16035,South East,Lower deprivation towns,-3.565065023,NA
Camborne BUASD,20436,South West,Higher deprivation towns,-4.449183084,14.22222222222222
Blackheath BUASD,6518,West Midlands,Higher deprivation towns,-5.351157001,17.94871794871795
Taverham BUASD,15631,East of England,Lower deprivation towns,0.48103356,5.741626794258373
Little Lever BUASD,12803,North West,Mid deprivation towns,1.900294948,12.280701754385964
Atherton BUASD,70542,North West,Higher deprivation towns,-2.001725366,12.404092071611252
St Ives BUASD,16384,East of England,Lower deprivation towns,-0.295645761,4.784688995215311
Marlborough BUASD,8092,South West,Lower deprivation towns,1.00135873,NA
Hertford BUASD,26658,East of England,Lower deprivation towns,5.531986486,NA
West Bridgford BUASD,45509,East Midlands,Lower deprivation towns,8.629809538,3.829787234042553
Bletchley BUASD,37114,South East,Higher deprivation towns,-3.639792553,5.582524271844661
Berkhamsted BUASD,20641,East of England,Lower deprivation towns,6.147536078,NA
Knaresborough BUASD,15484,Yorkshire and The Humber,Lower deprivation towns,4.536482226,NA
Willenhall BUASD,51429,West Midlands,Higher deprivation towns,-2.284995953,13.614262560777956
Helston BUASD,11311,South West,Mid deprivation towns,-4.851302162,NA
Bulkington BUASD,6146,West Midlands,Lower deprivation towns,2.375010926,NA
Ramsgate BUASD,40515,South East,Higher deprivation towns,-5.317624146,13.043478260869565
Adlington BUASD,9211,North West,Lower deprivation towns,4.323864549,NA
Kippax BUASD,10083,Yorkshire and The Humber,Lower deprivation towns,-3.008213363,NA
Penzance BUASD,16336,South West,Higher deprivation towns,-2.650602856,11.442786069651742
Sheffield BUASD,518090,Yorkshire and The Humber,Cities,-1.979964028,11.09846328969835
Cheadle Hulme BUASD,24362,North West,Lower deprivation towns,7.854161076,NA
Radcliffe BUASD,29950,North West,Higher deprivation towns,2.10947e-4,13.017751479289942
Coalville BUASD,34575,East Midlands,Mid deprivation towns,-1.60944439,6.87960687960688
Garstang BUASD,6779,North West,Lower deprivation towns,3.655602055,NA
Tipton BUASD,42407,West Midlands,Higher deprivation towns,-3.268292547,12.12121212121212
Bridlington BUASD,35154,Yorkshire and The Humber,Higher deprivation towns,-3.242825753,8.96358543417367
Litherland BUASD,18507,North West,Higher deprivation towns,-2.90361017,17.62295081967213
Kirkham BUASD,11915,North West,Mid deprivation towns,0.379043714,9.352517985611511
Barnsley BUASD,91297,Yorkshire and The Humber,Higher deprivation towns,-3.220951054,10.34816247582205
Platt Bridge BUASD,10315,North West,Higher deprivation towns,1.211313826,11.538461538461538
Luton BUASD,211228,East of England,Higher deprivation towns,-0.270585313,5.632183908045977
Wath upon Dearne BUASD,33427,Yorkshire and The Humber,Higher deprivation towns,-1.473308801,12.325581395348838
Quorn (Quorndon) BUASD,5177,East Midlands,Lower deprivation towns,8.45898e-4,NA
Burscough BUASD,8799,North West,Lower deprivation towns,3.311754688,NA
Dursley BUASD,14542,South West,Mid deprivation towns,-0.730642322,7.017543859649122
Harrogate BUASD,73576,Yorkshire and The Humber,Lower deprivation towns,4.42155333,4.72972972972973
Godalming BUASD,22689,South East,Lower deprivation towns,-0.004594232,NA
Kingsteignton BUASD,10451,South West,Lower deprivation towns,-1.346962322,NA
Bebington BUASD,57336,North West,Mid deprivation towns,3.307546809,7.749627421758569
East Cowes BUASD,7010,South East,Higher deprivation towns,-7.603865176,14.457831325301203
Frampton Cotterell/Winterbourne BUASD,14694,South West,Lower deprivation towns,1.245370201,NA
Long Eaton BUASD,37760,East Midlands,Mid deprivation towns,0.083500519,7.823960880195599
West Bromwich (East) BUASD,18985,West Midlands,Mid deprivation towns,1.710624166,7.142857142857142
Bolton Upon Dearne BUASD,6744,Yorkshire and The Humber,Higher deprivation towns,-6.328261488,NA
Lytham St Anne's BUASD,42953,North West,Mid deprivation towns,4.262292065,7.64872521246459
Wellington BUASD,11213,South West,Higher deprivation towns,-2.61960053,13.47517730496454
Failsworth BUASD,18844,North West,Higher deprivation towns,-0.694710135,11.894273127753303
Haslingden BUASD,15969,North West,Higher deprivation towns,1.786845764,10.344827586206897
Heysham BUASD,15633,North West,Higher deprivation towns,-3.545088644,10.309278350515465
Cleethorpes BUASD,39505,Yorkshire and The Humber,Higher deprivation towns,-0.267530379,12.756264236902052
Walton-on-Thames BUASD,66566,South East,Lower deprivation towns,0.962156076,5.281090289608177
Pudsey BUASD,32216,Yorkshire and The Humber,Mid deprivation towns,-0.018603517,6.918238993710692
Grayshott BUASD,6668,South East,Lower deprivation towns,3.635315029,NA
Pontefract BUASD,29305,Yorkshire and The Humber,Higher deprivation towns,-0.591112362,7.951070336391437
Stretford BUASD,26813,North West,Higher deprivation towns,1.065133309,9.509202453987731
Teignmouth BUASD,15129,South West,Higher deprivation towns,-2.97809053,12.162162162162163
Crewe BUASD,71722,North West,Higher deprivation towns,-3.51396738,9.621993127147768
Gravesend BUASD,55467,South East,Higher deprivation towns,-0.350180645,9.420289855072465
Frimley BUASD,19094,South East,Lower deprivation towns,3.578455606,NA
Wraysbury BUASD,7377,South East,Lower deprivation towns,5.137389166,NA
Newton Abbot BUASD,25556,South West,Higher deprivation towns,-2.290606339,5.537459283387622
Morecambe BUASD,33432,North West,Higher deprivation towns,-3.02572797,11.80722891566265
Sileby BUASD,8433,East Midlands,Mid deprivation towns,-3.931229503,NA
Cleveleys BUASD,10754,North West,Higher deprivation towns,0.857448327,11.607142857142858
Paulton BUASD,5302,South West,Lower deprivation towns,-1.4383569,NA
Stakeford BUASD,8642,North East,Higher deprivation towns,-6.323355662,19.148936170212767
Yateley BUASD,14829,South East,Lower deprivation towns,3.921401314,NA
Stonehouse BUASD,7400,South West,Mid deprivation towns,-3.027883777,NA
Armthorpe BUASD,14457,Yorkshire and The Humber,Higher deprivation towns,-5.199863605,11.44578313253012
Stainforth BUASD,6282,Yorkshire and The Humber,Higher deprivation towns,-7.990272297,18.68131868131868
Keighley BUASD,53331,Yorkshire and The Humber,Higher deprivation towns,-2.139068773,11.278195488721805
Burnham-on-Crouch BUASD,6905,East of England,Mid deprivation towns,-1.904359509,NA
Selston BUASD,7019,East Midlands,Higher deprivation towns,-3.202404945,NA
Havant BUASD,45125,South East,Higher deprivation towns,-7.115271286,12.453531598513012
Golborne BUASD,24167,North West,Mid deprivation towns,0.991929859,9.96309963099631
Cheshunt BUASD,45832,East of England,Mid deprivation towns,-0.386972774,4.827586206896552
Shaw (Oldham) BUASD,18815,North West,Higher deprivation towns,2.818999959,5.88235294117647
Earl Shilton BUASD,19069,East Midlands,Higher deprivation towns,-3.421269258,5.687203791469194
Shanklin BUASD,9072,South East,Higher deprivation towns,-2.967645079,10.1010101010101
Whitnash BUASD,8094,West Midlands,Lower deprivation towns,-0.616120391,NA
Hythe BUASD,15092,South East,Mid deprivation towns,-0.946619749,8.73015873015873
Mossley BUASD,10772,North West,Higher deprivation towns,2.611989787,10.37735849056604
Maltby BUASD,16688,Yorkshire and The Humber,Higher deprivation towns,-1.615392673,14.042553191489365
Totton BUASD,28676,South East,Lower deprivation towns,-4.049889397,3.076923076923077
Portslade-by-Sea BUASD,19921,South East,Higher deprivation towns,-2.963099327,10.67193675889328
Cross Hills BUASD,7564,Yorkshire and The Humber,Lower deprivation towns,3.491721847,NA
West Kirby BUASD,14959,North West,Lower deprivation towns,6.982570241,7.352941176470589
Blaydon BUASD,15155,North East,Higher deprivation towns,-2.800825142,14.012738853503183
Killamarsh BUASD,9251,East Midlands,Mid deprivation towns,-0.963323673,NA
Milnrow BUASD,10015,North West,Higher deprivation towns,1.800207789,15.23809523809524
Bishop's Cleeve BUASD,13273,South West,Lower deprivation towns,2.385815574,NA
Ringwood BUASD,13943,South East,Lower deprivation towns,0.201122502,NA
Dorking BUASD,17098,South East,Lower deprivation towns,4.995673342,NA
Rawmarsh BUASD,18498,Yorkshire and The Humber,Higher deprivation towns,-4.069808241,13.304721030042918
Barrowford BUASD,5521,North West,Lower deprivation towns,3.26125954,NA
Bournemouth BUASD,187503,South West,Higher deprivation towns,-0.978485426,8.317929759704251
Kearsley BUASD,11150,North West,Higher deprivation towns,0.070505385,7.971014492753622
Ashford (Ashford) BUASD,67528,South East,Higher deprivation towns,-3.483361212,9.26143024618992
Southborough BUASD,11138,South East,Lower deprivation towns,1.231928342,NA
Welwyn Garden City BUASD,48380,East of England,Mid deprivation towns,2.237234508,6.273764258555133
Chalfont St Giles BUASD,5003,South East,Lower deprivation towns,8.473642984,NA
Cowes BUASD,14216,South East,Mid deprivation towns,-0.649945761,NA
Cudworth BUASD,12635,Yorkshire and The Humber,Higher deprivation towns,-4.920676695,10.059171597633137
Sandiacre BUASD,9600,East Midlands,Mid deprivation towns,-1.458694426,NA
Doncaster BUASD,109805,Yorkshire and The Humber,Higher deprivation towns,-1.178336473,10.112359550561797
Selby BUASD,17511,Yorkshire and The Humber,Higher deprivation towns,-5.449297195,13.636363636363637
Hartlepool BUASD,88855,North East,Higher deprivation towns,-0.392386733,18.42338352524358
Wickford BUASD,33486,East of England,Lower deprivation towns,0.665368332,4.714640198511166
Broomhall/Windlesham/Virginia Water BUASD,23580,South East,Lower deprivation towns,5.584874286,NA
Eastleigh BUASD,78716,South East,Lower deprivation towns,2.073259572,6.461864406779661
Birmingham BUASD,1085810,West Midlands,Cities,-1.443434467,12.679856115107912
Kettering BUASD,56226,East Midlands,Higher deprivation towns,-1.847393715,9.615384615384617
Lymington BUASD,15218,South East,Lower deprivation towns,0.032916434,NA
Royston BUASD,10069,Yorkshire and The Humber,Higher deprivation towns,-3.411047708,11.570247933884298
Diss BUASD,9829,East of England,Mid deprivation towns,-3.205253713,NA
Longton BUASD,8800,North West,Lower deprivation towns,5.155674387,NA
Newcastle upon Tyne BUASD,268064,North East,Cities,-1.908467207,13.191659983961507
Esher BUASD,50904,South East,Lower deprivation towns,5.195171433,NA
Ryton BUASD,15999,North East,Mid deprivation towns,0.916562557,10.650887573964498
Rochdale BUASD,107926,North West,Higher deprivation towns,-0.395418516,10.907811400422238
St Albans BUASD,82146,East of England,Lower deprivation towns,5.8087493,3.489771359807461
North Walney BUASD,9952,North West,Higher deprivation towns,-0.461972757,12.5
Kiveton Park BUASD,7069,Yorkshire and The Humber,Mid deprivation towns,1.890288135,NA
Catshill BUASD,10416,West Midlands,Lower deprivation towns,1.703262001,9.01639344262295
Canterbury BUASD,54880,South East,Mid deprivation towns,-2.625444358,11.989100817438691
Normanton BUASD,21317,Yorkshire and The Humber,Higher deprivation towns,-0.145896397,7.421875
Folkestone BUASD,51337,South East,Higher deprivation towns,-1.835384484,9.090909090909092
St Neots BUASD,30252,East of England,Lower deprivation towns,-3.251116087,5.540897097625329
Fareham BUASD,42210,South East,Lower deprivation towns,0.038020156,5.239179954441914
Sunderland BUASD,174286,North East,Higher deprivation towns,-1.693627963,14.48382126348228
Ripley BUASD,19315,East Midlands,Higher deprivation towns,-1.391006749,11.650485436893204
Farnham BUASD,25604,South East,Lower deprivation towns,6.202010294,NA
Bolton BUASD,194189,North West,Higher deprivation towns,-0.315461471,12.001752080595708
Guildford BUASD,77057,South East,Lower deprivation towns,1.949313365,6.138933764135703
Northampton BUASD,215173,East Midlands,Higher deprivation towns,-2.333315523,7.361702127659575
Heanor BUASD,25644,East Midlands,Higher deprivation towns,-3.37095575,8.02675585284281
Burntwood BUASD,28553,West Midlands,Mid deprivation towns,0.420375669,6.140350877192982
Abingdon BUASD,38262,South East,Lower deprivation towns,-1.278183798,3.1578947368421053
Worsley BUASD,9108,North West,Lower deprivation towns,5.694851601,NA
High Wycombe BUASD,120256,South East,Lower deprivation towns,2.101644111,3.5384615384615383
Bradford BUASD,349561,Yorkshire and The Humber,Cities,-3.503505917,11.958811139714488
East Grinstead BUASD,29084,South East,Lower deprivation towns,1.179483614,3.4129692832764507
Brownhills BUASD,20373,West Midlands,Higher deprivation towns,-0.044013779,8.73362445414847
Atherstone BUASD,10573,West Midlands,Higher deprivation towns,-4.063383026,NA
Burton upon Trent BUASD,72299,West Midlands,Higher deprivation towns,-1.695798977,7.551766138855055
Bamber Bridge BUASD,67497,North West,Lower deprivation towns,3.419350142,6.019151846785226
Wilmslow BUASD,35945,North West,Lower deprivation towns,4.482291861,4.823151125401929
Gloucester BUASD,136362,South West,Higher deprivation towns,-1.907327933,7.206068268015171
Otley BUASD,14215,Yorkshire and The Humber,Lower deprivation towns,0.795862772,NA
Bushey BUASD,25328,East of England,Lower deprivation towns,5.864021688,NA
Gateshead BUASD,120046,North East,Higher deprivation towns,-1.21953945,13.018242122719734
Newport Pagnell BUASD,15118,South East,Lower deprivation towns,2.607961881,NA
Ilkeston BUASD,38640,East Midlands,Higher deprivation towns,-4.196862089,14.354066985645932
Newton-le-Willows BUASD,22114,North West,Higher deprivation towns,-1.678143653,9.523809523809524
Tilbury BUASD,12450,East of England,Higher deprivation towns,-7.104299744,13.218390804597702
Droitwich BUASD,23504,West Midlands,Mid deprivation towns,-2.864618092,9.92063492063492
Mountsorrel BUASD,12120,East Midlands,Lower deprivation towns,-3.105063727,NA
Chesterfield BUASD,88483,East Midlands,Higher deprivation towns,-0.113529264,9.110169491525424
Billericay BUASD,34274,East of England,Lower deprivation towns,5.539858751,2.6506024096385543
Bideford BUASD,18029,South West,Higher deprivation towns,-6.037043767,10.762331838565023
Wendover BUASD,7131,South East,Lower deprivation towns,8.687991592,NA
Jarrow BUASD,43431,North East,Higher deprivation towns,-0.807955472,14.232209737827716
Southampton BUASD,253651,South East,Cities,-2.868483853,10.241218789674145
Tamworth BUASD,73924,West Midlands,Higher deprivation towns,-2.362019947,7.578947368421053
Newbury BUASD,38762,South East,Lower deprivation towns,-0.337151444,5.811138014527845
Hale (Trafford) BUASD,16624,North West,Lower deprivation towns,9.301347301,NA
Weymouth BUASD,54539,South West,Higher deprivation towns,-1.399291373,6.782608695652175
Bracknell BUASD,77256,South East,Lower deprivation towns,-1.167026008,5.095541401273886
Cinderford BUASD,10508,South West,Higher deprivation towns,-5.403816227,9.923664122137405
Cookham BUASD,5108,South East,Lower deprivation towns,3.797861349,NA
Ferndown BUASD,26559,South West,Lower deprivation towns,-0.014243504,5.607476635514018
Cannock BUASD,67768,West Midlands,Higher deprivation towns,-1.551539762,8.101851851851851
Royal Tunbridge Wells BUASD,57772,South East,Lower deprivation towns,3.708287406,4.038461538461538
Preston BUASD,97886,North West,Higher deprivation towns,-2.178895241,10.648148148148149
Oldham BUASD,96555,North West,Higher deprivation towns,-4.05106543,13.275613275613276
Mildenhall BUASD,13388,East of England,Mid deprivation towns,-4.836415788,NA
Stoke-on-Trent BUASD,270726,West Midlands,Cities,-3.005746412,9.523809523809524
Accrington BUASD,35456,North West,Higher deprivation towns,-1.843068303,9.586056644880172
Bedford BUASD,87590,East of England,Higher deprivation towns,-1.499777889,6.236323851203501
Peterlee BUASD,27871,North East,Higher deprivation towns,-2.833260415,18.02469135802469
Exeter BUASD,113507,South West,Mid deprivation towns,-1.845804349,6.88622754491018
Bristol BUASD,535907,South West,Cities,-3.311315437,8.491686460807601
Corby BUASD,54927,East Midlands,Higher deprivation towns,-5.304883474,12.028985507246375
Reigate BUASD,22123,South East,Lower deprivation towns,2.956932707,NA
Stourport-on-Severn BUASD,20112,West Midlands,Higher deprivation towns,-0.607509386,10.37735849056604
Prudhoe BUASD,10853,North East,Mid deprivation towns,-2.380949821,NA
Hastings BUASD,91053,South East,Higher deprivation towns,-4.524893803,13.030888030888027
Stockport BUASD,105878,North West,Higher deprivation towns,0.87953903,10.356832027850304
Rugby BUASD,70628,West Midlands,Mid deprivation towns,-0.019761952,7.026348808030113
Marlow BUASD,14823,South East,Lower deprivation towns,6.194485959,6.493506493506493
Aylesbury BUASD,71977,South East,Mid deprivation towns,-1.69002387,7.142857142857142
Solihull BUASD,123187,West Midlands,Lower deprivation towns,6.08208782,3.3356024506466984
Ipswich BUASD,144957,East of England,Higher deprivation towns,-2.933200988,9.32149651236525
Liversedge BUASD,17697,Yorkshire and The Humber,Higher deprivation towns,2.260009885,9.134615384615383
Penistone BUASD,9817,Yorkshire and The Humber,Lower deprivation towns,3.867275387,NA
Basildon BUASD,107123,East of England,Higher deprivation towns,-5.41965103,11.0254433307633
Worksop BUASD,41820,East Midlands,Higher deprivation towns,1.754186025,8.961303462321792
Chertsey BUASD,13753,South East,Lower deprivation towns,1.42390104,8.51063829787234
Chelmsford BUASD,110507,East of England,Lower deprivation towns,0.94857465,6.219709208400646
Standish BUASD,13701,North West,Lower deprivation towns,8.401826191,NA
Fazeley BUASD,7637,West Midlands,Mid deprivation towns,-4.430811734,NA
Andover BUASD,41761,South East,Mid deprivation towns,-2.772802761,6.753812636165578
Watton BUASD,8417,East of England,Mid deprivation towns,-7.275898747,NA
Warlingham BUASD,9092,South East,Lower deprivation towns,2.051194602,NA
Wingerworth BUASD,6049,East Midlands,Lower deprivation towns,4.063559848,NA
Woking BUASD,105367,South East,Lower deprivation towns,3.941592707,2.8712871287128716
Chesham BUASD,22356,South East,Mid deprivation towns,0.812772287,6.538461538461539
Woodley BUASD,35470,South East,Lower deprivation towns,2.864376637,3.4562211981566824
Yeadon BUASD,19668,Yorkshire and The Humber,Lower deprivation towns,1.810213402,7.731958762886598
Clay Cross BUASD,12925,East Midlands,Higher deprivation towns,-3.075401189,10.37037037037037
Runcorn BUASD,61789,North West,Higher deprivation towns,-0.192779991,12.834224598930485
Wellingborough BUASD,49128,East Midlands,Higher deprivation towns,-3.134681857,9.24092409240924
Telford BUASD,142723,West Midlands,Higher deprivation towns,-2.608572746,11.70271769273433
Ditton BUASD,25982,South East,Mid deprivation towns,1.184695615,7.28476821192053
Egham BUASD,25996,South East,Lower deprivation towns,0.707683043,4.830917874396135
Portsmouth BUASD,238137,South East,Cities,-4.509175593,9.260060579835567
Wolverhampton BUASD,210319,West Midlands,Higher deprivation towns,-0.921340992,12.427745664739884
Staines BUASD,25736,South East,Lower deprivation towns,0.939761686,NA
Torquay BUASD,49094,South West,Higher deprivation towns,-4.248263303,9.719222462203025
Nottingham BUASD,289301,East Midlands,Cities,-4.513907919,15.686968838526912
Paignton BUASD,64410,South West,Higher deprivation towns,-1.370497847,8.157894736842106
Grimsby BUASD,88243,Yorkshire and The Humber,Higher deprivation towns,-4.230230033,19.94328922495274
West Hallam BUASD,6016,East Midlands,Lower deprivation towns,4.226679705,NA
Weston-Super-Mare BUASD,83641,South West,Higher deprivation towns,-1.649922599,9.381663113006397
Beeston (Broxtowe) BUASD,51479,East Midlands,Lower deprivation towns,1.863838366,6.550218340611353
Warwick BUASD,31345,West Midlands,Lower deprivation towns,1.848750453,6.488549618320611
Filton BUASD,59495,South West,Lower deprivation towns,0.105832143,5.132192846034215
Stafford BUASD,68472,West Midlands,Mid deprivation towns,0.269932299,6.17816091954023
West Kingsdown BUASD,5484,South East,Lower deprivation towns,-1.622388812,NA
Rotherham BUASD,109691,Yorkshire and The Humber,Higher deprivation towns,-2.558529299,12.344777209642077
Leyland BUASD,38805,North West,Higher deprivation towns,-0.307191378,11.15702479338843
Leeds BUASD,474632,Yorkshire and The Humber,Cities,-3.030755738,13.46314907872697
Mansfield BUASD,77551,East Midlands,Higher deprivation towns,-2.974283833,13.789237668161435
Kingston upon Hull BUASD,284321,Yorkshire and The Humber,Cities,-3.775531531,14.741035856573706
Swadlincote BUASD,45000,East Midlands,Higher deprivation towns,-3.510452167,10.946196660482377
Northwich BUASD,45471,North West,Mid deprivation towns,1.845068827,8.630393996247655
Iver Heath BUASD,8065,South East,Lower deprivation towns,-1.80935831,NA
Rainford BUASD,5831,North West,Lower deprivation towns,3.478766662,NA
Stroud BUASD,32670,South West,Mid deprivation towns,1.887360609,9.883720930232558
Lancaster BUASD,48085,North West,Higher deprivation towns,-0.646814835,12.145748987854253
Harlow BUASD,82059,East of England,Higher deprivation towns,-2.725442527,5.919003115264798
Wokingham BUASD,42728,South East,Lower deprivation towns,5.85280724,2.73972602739726
Kidsgrove BUASD,26293,West Midlands,Mid deprivation towns,-2.735907801,11.501597444089455
Littleborough BUASD,12370,North West,Lower deprivation towns,5.5782259850000004,NA
Camberley BUASD,38038,South East,Lower deprivation towns,1.590340639,4.497354497354497
Slough BUASD,155298,South East,Higher deprivation towns,1.065438284,4.238197424892705
Tynemouth BUASD,67519,North East,Higher deprivation towns,-0.422807617,12.283236994219653
Alfreton BUASD,22763,East Midlands,Higher deprivation towns,-3.910234467,11.48148148148148
Colchester BUASD,119441,East of England,Mid deprivation towns,-0.347520473,7.907348242811501
Derby BUASD,255394,East Midlands,Cities,-2.106119887,7.130494980962271
Wimborne Minster BUASD,15174,South West,Lower deprivation towns,2.520143131,NA
Kingsnorth (Ashford) BUASD,6563,South East,Lower deprivation towns,0.535576067,NA
Ryde BUASD,23999,South East,Higher deprivation towns,-6.719105219,11.583011583011585
Cramlington BUASD,27683,North East,Mid deprivation towns,-0.572707818,12.37785016286645
Grantham BUASD,41998,East Midlands,Higher deprivation towns,-0.730646543,9.177820267686425
Wombwell BUASD,23355,Yorkshire and The Humber,Higher deprivation towns,-2.719940087,10.652920962199312
Chester-le-Street BUASD,37164,North East,Higher deprivation towns,1.662574397,8.764044943820224
Kesgrave BUASD,18975,East of England,Lower deprivation towns,4.536116811,NA
Epsom BUASD,31474,South East,Lower deprivation towns,3.382407391,3.64963503649635
Minster (Swale) BUASD,18760,South East,Higher deprivation towns,-4.122655533,11.71875
Horsforth BUASD,18895,Yorkshire and The Humber,Lower deprivation towns,6.131528057,NA
Hoylake BUASD,10909,North West,Lower deprivation towns,8.608192498,NA
Coventry BUASD,325949,West Midlands,Cities,-1.69358297,8.883455582722087
Rayleigh BUASD,95580,East of England,Lower deprivation towns,1.641847199,4.170286707211121
Wigan BUASD,103608,North West,Higher deprivation towns,0.54457022,11.5736885928393
Partington BUASD,7912,North West,Higher deprivation towns,-4.786682178,8.771929824561402
Dudley (North Tyneside) BUASD,5497,North East,Higher deprivation towns,-8.709049788,NA
Middlesbrough BUASD,174700,North East,Higher deprivation towns,-2.322986391,18.672985781990523
Waltham Abbey BUASD,18743,East of England,Higher deprivation towns,-0.181586177,6.25
Consett BUASD,24828,North East,Higher deprivation towns,0.495638768,9.55631399317406
Whitworth BUASD,7500,North West,Higher deprivation towns,1.415224113,NA
Peterborough BUASD,161707,East of England,Higher deprivation towns,-2.221002178,9.105431309904152
Carlisle BUASD,75306,North West,Higher deprivation towns,-4.322467679,11.583011583011585
Royal Leamington Spa BUASD,55733,West Midlands,Lower deprivation towns,0.79431068,5.707196029776675
Poulton-le-Fylde BUASD,17430,North West,Lower deprivation towns,5.236373241,7.361963190184049
Stanley BUASD,20995,North East,Higher deprivation towns,-5.232152906,14.17910447761194
Bexhill BUASD,42369,South East,Higher deprivation towns,-1.450462853,8.530805687203792
Plymouth BUASD,234982,South West,Cities,-2.138374166,11.44726083401472
Leicester BUASD,443760,East Midlands,Cities,-1.598266913,8.646688299293759
Leek BUASD,19624,West Midlands,Higher deprivation towns,-2.499399669,6.637168141592921
Wallsend BUASD,43826,North East,Higher deprivation towns,-1.889132946,14.198782961460449
Huddersfield BUASD,162949,Yorkshire and The Humber,Higher deprivation towns,0.625556623,9.117475160724725
Hunstanton BUASD,8704,East of England,Higher deprivation towns,-5.607341942,NA
Cambridge BUASD,145818,East of England,Lower deprivation towns,1.211654963,5.7411273486430066
Colne BUASD,18806,North West,Higher deprivation towns,-2.026479746,9.1324200913242
Weybridge BUASD,29837,South East,Lower deprivation towns,6.106349368,NA
Glossop BUASD,33020,East Midlands,Mid deprivation towns,1.695496391,10.21505376344086
Hoddesdon BUASD,42253,East of England,Mid deprivation towns,0.670209623,3.571428571428571
Staveley BUASD,15313,East Midlands,Higher deprivation towns,-0.814707483,10.88082901554404
Bury BUASD,77211,North West,Higher deprivation towns,1.270060363,8.568207440811724
Redruth BUASD,19902,South West,Higher deprivation towns,-2.006579212,6.986899563318777
Amersham BUASD,23086,South East,Lower deprivation towns,8.137930036,NA
Swanscombe BUASD,19835,South East,Mid deprivation towns,-0.911150371,6.593406593406594
Wetherby BUASD,11242,Yorkshire and The Humber,Lower deprivation towns,5.360138644,NA
